idhogar,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,escolari,rez_esc,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,pisomoscer,pisocemento,pisonotiene,pisomadera,techozinc,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu5,epared1,epared2,etecho1,etecho2,eviv1,eviv2,dis,female,parentesco1,hogar_nin,hogar_adul,hogar_mayor,hogar_total,edjefe,edjefa,meaneduc,instlevel6,instlevel7,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,age,paga_arriendo,tiene_retraso,ed_jefe_final,sin_jefe_educado,Target
08210d8c6,ID_fedcd1697,0.0,0,6,0,1,1,0,0.0,11.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2.0,2.0,0.0,4.0,15,0,18.5,1,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,33.5,0,1,15,0,0
088555bbe,ID_134ed50ff,0.0,0,4,0,1,1,0,0.0,6.0,0.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,6,0,6.0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,62.0,0,0,6,0,0
0890628f6,ID_8a7a884af,0.0,0,7,0,1,1,0,0.0,10.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0.0,1.0,0.0,1.0,0,10,10.0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,60.0,0,0,10,0,0
08908240a,ID_5384717d3,70000.0,0,4,0,1,1,0,0.0,7.0,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,5,0,5.5,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,0,0,0,0,0,1,0,38.666666666666664,1,1,5,0,0
08b931d98,ID_dafe65622,40000.0,0,1,0,1,1,0,0.0,6.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,6,0,6.0,0,0,0,1,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,25.0,1,0,6,0,0
0932e7898,ID_df0ab8cde,0.0,0,5,0,1,1,1,3.0,12.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1.0,2.0,0.0,3.0,0,17,14.5,0,0,0,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,28.333333333333332,0,1,17,0,0
09344463d,ID_5fd9d3209,0.0,0,6,0,1,1,1,1.0,12.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,15,0,13.5,0,1,0,3,1.0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,44.333333333333336,0,1,15,0,0
09359a050,ID_d9a7e049e,50000.0,0,4,0,1,1,0,0.0,4.833333333333333,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,3.0,3.0,0.0,6.0,6,0,7.333333500000001,0,0,0,2,3.0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,1,26.833333333333332,1,1,6,0,0
09395e7d3,ID_edc3d98de,0.0,0,6,0,1,1,1,2.0,16.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0.0,2.0,0.0,2.0,0,16,16.5,0,0,1,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,47.0,0,0,16,0,0
093f0c2c3,ID_f5eebc5bb,482800.0000000065,0,6,0,1,1,1,4.0,8.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,17,0,15.5,0,0,1,3,1.3333334,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,21.75,1,1,17,0,0
0966c7521,ID_adfb4cf14,0.0,0,4,0,1,1,0,0.0,4.25,4.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1.0,3.0,1.0,4.0,0,0,3.6666667,0,0,0,2,2.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,41.25,0,1,0,1,1
09aaa0480,ID_fecc150f7,0.0,0,4,0,1,1,0,0.0,6.0,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1.0,1.0,0.0,2.0,0,6,6.0,0,0,0,2,1.0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,38.0,0,1,6,0,1
09b3b7300,ID_e5d51a032,0.0,0,6,0,1,1,1,1.0,10.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4.0,0.0,4.0,6,0,10.5,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,40.5,0,0,6,0,0
09b82f76a,ID_59fd94b61,0.0,0,7,0,1,1,1,3.0,15.25,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,4.0,1.0,4.0,17,0,15.25,0,0,0,3,1.3333334,1,0,0,0,0,1,1,1,5,1,0,0,0,0,0,1,49.25,0,0,17,0,0
09bf46466,ID_7921733ce,0.0,0,5,0,1,1,1,1.0,8.666666666666666,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2.0,1.0,0.0,3.0,0,11,22.0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,22.0,0,1,11,0,0
09c634256,ID_ebeab0844,342324.0,0,7,0,1,1,1,3.0,12.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4.0,1.0,4.0,0,14,12.0,0,0,0,4,1.0,0,0,1,0,0,1,1,1,4,1,0,0,0,0,0,1,47.75,1,0,14,0,0
09cc036c4,ID_a5a03841a,0.0,0,5,0,1,1,0,0.0,6.5,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,2,0,6.5,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,58.5,0,0,2,0,0
09d9f0be5,ID_99ce783db,100000.0,0,3,0,1,1,0,0.0,13.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,13,0,13.0,0,0,0,1,1.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,23.0,1,0,13,0,0
09e25d616,ID_f8f357aae,0.0,0,6,0,1,1,0,0.0,3.25,0.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,2.0,2.0,0.0,4.0,7,0,6.5,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,18.25,0,1,7,0,1
09f4217ad,ID_fac049050,0.0,0,4,0,1,1,1,1.0,5.5,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,2.0,2.0,0.0,4.0,0,6,6.0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,30.5,0,1,6,0,1
0a096bb64,ID_e295c30c8,0.0,0,7,0,1,1,0,0.0,12.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,16,0,19.0,0,0,0,4,1.0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,32.25,0,1,16,0,0
0a3be8b29,ID_20d9c1b2d,0.0,0,6,0,1,1,0,0.0,11.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.0,1.0,1.0,1.0,0,11,11.0,0,0,0,3,0.33333334,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,69.0,0,0,11,0,0
0a865fb17,ID_efd20db03,0.0,0,5,0,1,1,0,0.0,5.25,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1.0,3.0,1.0,4.0,6,0,6.666666499999999,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,38.5,0,1,6,0,1
0a90e8c3f,ID_ee68fdbe0,250000.0,0,7,0,1,1,1,1.0,16.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0,16,16.0,0,0,0,2,1.0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,31.0,1,0,16,0,0
0ae8c31e1,ID_abd041ca7,0.0,0,3,0,1,1,1,1.0,7.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,8,0,10.5,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,18.666666666666668,0,0,8,0,0
0aed192d8,ID_9acbc4ad4,0.0,0,6,0,1,1,1,3.0,14.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,14,0,14.0,0,0,0,4,0.75,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,64.0,0,0,14,0,0
0b05c93b8,ID_f99007794,40000.0,0,4,0,1,1,0,0.0,2.6,1.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,3.0,2.0,0.0,5.0,2,0,4.0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,16.2,1,1,2,0,1
0b1136559,ID_fa5928f41,0.0,0,3,0,1,1,0,0.0,5.5,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0.0,2.0,0.0,2.0,5,0,5.5,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,61.0,0,0,5,0,1
0b2f112ff,ID_f3fb2e851,0.0,0,4,0,1,1,0,0.0,7.0,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,6,0,5.5,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,38.333333333333336,0,1,6,0,0
0b31b07b3,ID_d8a0afe49,100000.0,0,4,0,1,1,0,0.0,6.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2.0,2.0,0.0,4.0,13,0,12.0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,17.0,1,0,13,0,1
0b39e3178,ID_c0b33fd03,0.0,0,5,0,1,1,0,0.0,6.8,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1.0,4.0,1.0,5.0,0,6,8.5,0,1,0,3,1.6666666,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,40.4,0,0,6,0,0
0b3d5369b,ID_9b4c9a4d4,0.0,0,4,0,1,1,0,0.0,1.4,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3.0,2.0,0.0,5.0,1,0,3.5,0,0,0,2,2.5,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,13.6,0,0,1,0,1
0b7e811bf,ID_b3fbb951b,0.0,0,4,0,1,1,0,0.0,6.0,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0.0,2.0,1.0,2.0,3,0,6.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,61.0,0,0,3,0,0
0b7ee52ff,ID_d573a95c2,0.0,0,4,0,1,1,0,0.0,11.0,0.0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1.0,1.0,1.0,0,11,11.0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,66.0,0,0,11,0,0
0bbcfa8d9,ID_6d41f33a9,0.0,0,4,0,1,1,0,0.0,8.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,12,0,12.0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,20.0,0,0,12,0,0
0bc237322,ID_c3ae57367,0.0,0,6,0,1,1,0,0.0,7.6,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2.0,3.0,0.0,5.0,6,0,9.666667,0,0,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,32.6,0,1,6,0,0
0bf6d37b5,ID_fa8109828,0.0,0,5,0,1,1,0,0.0,7.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,2.0,0,6,6.0,1,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,28.5,0,1,6,0,0
0c1ad9841,ID_d5aaf5631,55000.0,1,2,1,1,0,0,0.0,3.6,5.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,2.0,3.0,0.0,5.0,0,1,4.3333335,0,0,0,1,5.0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,21.6,1,1,1,0,0
0c7de4f5c,ID_b65a190af,0.0,1,2,1,1,1,0,0.0,1.7142857142857142,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,5.0,2.0,0.0,7.0,0,0,2.0,0,0,0,2,3.5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,15.714285714285714,0,1,0,1,1
0c975d1f4,ID_28ea17f9e,180000.0,0,4,0,1,1,0,0.0,12.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,12,0,12.0,0,0,0,3,0.33333334,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,46.0,1,0,12,0,0
0ca9758fd,ID_f1efa014c,0.0,0,6,0,1,0,0,0.0,7.6,2.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,3.0,0.0,5.0,6,0,9.666667,1,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,31.6,0,1,6,0,1
0cccf2bcc,ID_c746dc06d,0.0,0,7,0,1,1,1,1.0,5.666666666666667,0.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,2.0,4.0,0.0,6.0,11,0,8.5,0,0,0,4,1.5,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,28.666666666666668,0,0,11,0,1
0cd76ddb2,ID_b0970e535,0.0,0,4,0,1,1,0,0.0,5.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,14,0,10.0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,19.0,0,1,14,0,0
0d01fe294,ID_afd3d083d,0.0,0,5,0,1,1,0,0.0,8.333333333333334,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0.0,3.0,0.0,3.0,6,0,8.333333,0,0,0,3,1.0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,49.0,0,0,6,0,0
0d05834de,ID_c4dc8f1f7,0.0,0,5,0,1,1,1,2.0,13.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,2.0,2.0,2.0,11,0,13.5,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,81.0,0,0,11,0,0
0d1f528b8,ID_c654dea7e,100000.0,0,5,0,1,1,0,0.0,9.666666666666666,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,1.0,0.0,3.0,0,11,23.0,0,1,0,3,1.0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,25.333333333333332,1,1,11,0,0
0d2895839,ID_ac0df97ae,170000.0,0,4,0,1,1,0,0.0,6.25,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1.0,3.0,0.0,4.0,0,6,8.0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,24.75,1,1,6,0,0
0d29879d6,ID_fb5bba101,0.0,0,7,0,1,1,0,0.0,9.333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0.0,3.0,0.0,3.0,11,0,9.333333,1,0,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,46.666666666666664,0,0,11,0,1
0d314d239,ID_6259ad37a,0.0,0,6,0,1,1,0,0.0,6.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,2.0,2.0,6,0,6.0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,78.5,0,0,6,0,0
0d36eec76,ID_9323f5ee4,0.0,0,4,0,1,1,0,0.0,12.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,11,0,12.5,0,0,0,3,0.66666669,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,38.5,0,0,11,0,0
0d9689b57,ID_f4c5e270a,90000.0,0,1,1,1,1,0,0.0,5.666666666666667,4.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,0,6,5.5,0,0,0,1,3.0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,32.666666666666664,1,1,6,0,1
0ddef6fe0,ID_a544eaea2,0.0,0,4,0,1,1,0,0.0,4.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0.0,2.0,2.0,2.0,6,0,4.5,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,76.0,0,0,6,0,0
0de07ca9a,ID_ed245e3e9,0.0,0,4,0,1,0,0,0.0,3.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0,3,3.0,0,0,0,2,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,52.0,0,0,3,0,0
0e0b899cb,ID_e8ac8a62e,0.0,0,5,0,1,1,0,0.0,8.25,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2.0,2.0,0.0,4.0,11,0,14.0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,31.5,0,1,11,0,0
0e5d7a658,ID_f29eb3ddd,135000.0,0,4,0,1,1,1,1.0,12.0,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.0,1.0,1.0,1.0,12,0,12.0,0,0,0,1,1.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,67.0,1,0,12,0,0
0e7f79b84,ID_fa83be213,250000.0,0,9,0,1,1,1,2.0,12.2,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,3.0,0.0,5.0,11,0,17.333334,0,0,0,4,1.25,0,1,0,0,0,1,0,1,5,1,0,0,0,0,0,1,30.8,1,1,11,0,0
0e8d3ba4b,ID_f38f04502,0.0,0,2,0,1,1,0,0.0,8.333333333333334,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1.0,2.0,1.0,3.0,8,0,12.5,0,0,0,1,3.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,53.0,0,0,8,0,1
0eaddb7f6,ID_d513df1f4,0.0,0,8,0,1,1,0,0.0,10.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,2.0,2.0,10,0,10.0,0,0,0,4,0.5,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,80.0,0,0,10,0,0
0ef1c1acd,ID_94df2abb2,0.0,0,6,0,1,1,1,1.0,6.333333333333333,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,3.0,2.0,3.0,3,0,6.333333499999999,0,0,0,3,1.0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,63.0,0,0,3,0,0
0f0a12b90,ID_b7815bb34,150000.0,0,7,0,1,1,1,1.0,10.0,0.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,11,0,14.0,0,0,0,4,1.0,0,1,0,0,0,1,1,1,4,0,0,0,0,0,1,0,26.0,1,1,11,0,0
0f0ef1d76,ID_fd16e8ca7,0.0,0,4,0,1,1,0,0.0,6.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0.0,3.0,0.0,3.0,6,0,6.0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,46.0,0,0,6,0,0
0f11dd26b,ID_0644e59f0,0.0,0,5,0,1,1,0,0.0,10.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,1.0,0.0,1.0,0,10,10.0,0,0,0,3,0.33333334,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,59.0,0,0,10,0,0
0f1498e60,ID_c08623b3e,0.0,0,6,0,1,1,0,0.0,4.0,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,2.0,5,0,4.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,66.0,0,0,5,0,0
0f2682fe6,ID_f466a1e0d,0.0,0,6,0,1,1,0,0.0,10.25,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,4.0,2.0,4.0,0,3,10.25,0,0,0,4,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,67.5,0,0,3,0,0
0f2b13fba,ID_d805ea76f,0.0,0,4,0,1,1,0,0.0,3.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,2.0,1.0,2.0,0,0,3.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,63.5,0,0,0,1,0
0f3e65c83,ID_eb09934c8,0.0,0,4,0,1,1,0,0.0,2.3333333333333335,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,2.0,3.0,0,0,2.3333333,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,71.33333333333333,0,0,0,1,1
